> ⛔ **2026-09-13 重驗後仍不可用。**
> 收割期實驗的逐列資料；舊資料集年代 => 作廢。
> 現行權威：`../研究總覽_v2.md`。

date,run,block,psnr,ssim,lpips
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,22,22.67191505432129,0.6545659899711609,0.6579249501228333
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,23,22.9981632232666,0.6944326162338257,0.5784909129142761
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,24,25.366586685180664,0.7171157598495483,0.4941256046295166
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,3,20.727466583251953,0.6903707981109619,0.504854679107666
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,4,26.572864532470703,0.7507635354995728,0.4389462172985077
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,5,23.076313018798828,0.6804122924804688,0.6132158041000366
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,6,23.498201370239258,0.635959267616272,0.6565905213356018
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,7,21.96736717224121,0.6660391688346863,0.41485512256622314
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,8,20.819087982177734,0.6172641515731812,0.5255199670791626
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,9,26.372173309326172,0.8533167243003845,0.2899908721446991
2026-05-22,RTG_mc_no_ADDM_aerial_sh2_trim,,,,
2026-06-07,RTG_resetoff_aerial_sh2_trim,16,22.205774307250977,0.628845751285553,0.5874725580215454
2026-06-07,RTG_resetoff_aerial_sh2_trim,7,20.311464309692383,0.5787046551704407,0.5677354335784912
2026-06-04,RTG_s10_freeze_no_B3_no_ADMM_aerial_sh2_trim,16,20.216140747070312,0.5373324751853943,0.718482494354248
2026-06-04,RTG_s10_freeze_no_B3_no_ADMM_aerial_sh2_trim,7,19.27646827697754,0.528818666934967,0.6365472078323364
2026-06-01,RTG_s10_mc_no_ADDM_aerial_sh2_trim,0,,,
2026-05-30,RTG_s10_mc_no_ADDM_aerial_sh2_trim,1,25.540531158447266,0.7164042592048645,0.5902491807937622
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,10,22.14272689819336,0.6442396640777588,0.671143114566803
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,11,21.635356903076172,0.6149113178253174,0.6771969199180603
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,12,22.247251510620117,0.6009448766708374,0.6790139675140381
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,13,20.28533363342285,0.5421987771987915,0.7472631335258484
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,14,19.346065521240234,0.552699625492096,0.7336199283599854
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,15,25.948894500732422,0.7173190712928772,0.48912766575813293
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,16,20.441070556640625,0.5490763187408447,0.6769264936447144
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,17,24.734804153442383,0.6310204267501831,0.5501568913459778
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,18,25.240795135498047,0.6557596921920776,0.5649756193161011
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,19,22.133481979370117,0.6272344589233398,0.5496264100074768
2026-05-30,RTG_s10_mc_no_ADDM_aerial_sh2_trim,2,24.86203956604004,0.7241013646125793,0.44884663820266724
2026-05-31,RTG_s10_mc_no_ADDM_aerial_sh2_trim,20,22.925949096679688,0.7102794647216797,0.5764052271842957
2026-06-01,RTG_s10_mc_no_ADDM_aerial_sh2_trim,21,24.507648468017578,0.6639682650566101,0.6281802654266357
2026-06-01,RTG_s10_mc_no_ADDM_aerial_sh2_trim,22,21.612154006958008,0.636817991733551,0.6744323968887329
